sbi03015	mRNA surveillance pathway 	Sb01g000357	Sobic.001G002700	PPP1C	K06269	EC:3.1.3.16
sbi03040	Spliceosome 	Sb09g024860	Sobic.001G370300	PRPF4	K12662	-
sbi03040	Spliceosome 	Sb02g007215	Sobic.001G370300	PRPF4	K12662	-
sbi03040	Spliceosome 	Sb10g002265	Sobic.001G370300	PRPF4	K12662	-
sbi03010	Ribosome 	Sb09g010640	Sobic.001G376600	RP-L22e	K02891	-
sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb01g036960	Sobic.001G389800	E3.2.1.55	K01209	EC:3.2.1.55
sbi03010	Ribosome 	Sb02g014260	Sobic.001G403500	RP-S9e	K02997	-
sbi03008	Ribosome biogenesis in eukaryotes 	Sb01g039285	Sobic.001G417300	NOP58	K14565	-
sbi03008	Ribosome biogenesis in eukaryotes 	Sb03g041335	Sobic.001G417300	NOP58	K14565	-
sbi03040	Spliceosome 	Sb02g021850	Sobic.001G419200	HSPA1_8	K03283	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb02g021850	Sobic.001G419200	HSPA1_8	K03283	-
sbi04144	Endocytosis 	Sb02g021850	Sobic.001G419200	HSPA1_8	K03283	-
sbi03040	Spliceosome 	Sb10g007866	Sobic.001G419400	HSPA1_8	K03283	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb10g007866	Sobic.001G419400	HSPA1_8	K03283	-
sbi04144	Endocytosis 	Sb10g007866	Sobic.001G419400	HSPA1_8	K03283	-
sbi03040	Spliceosome 	Sb01g039490	Sobic.001G419700	HSPA1_8	K03283	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb01g039490	Sobic.001G419700	HSPA1_8	K03283	-
sbi04144	Endocytosis 	Sb01g039490	Sobic.001G419700	HSPA1_8	K03283	-
sbi03018	RNA degradation 	Sb01g041170	Sobic.001G437900	groEL	K04077	-
sbi01200	Carbon metabolism 	Sb01g042815	Sobic.001G455600	cysK	K01738	EC:2.5.1.47
sbi01230	Biosynthesis of amino acids 	Sb01g042815	Sobic.001G455600	cysK	K01738	EC:2.5.1.47
sbi00920	Sulfur metabolism 	Sb01g042815	Sobic.001G455600	cysK	K01738	EC:2.5.1.47
sbi00270	Cysteine and methionine metabolism 	Sb01g042815	Sobic.001G455600	cysK	K01738	EC:2.5.1.47
sbi03030	DNA replication 	Sb01g037705	Sobic.001G456500	RFA1	K07466	-
sbi03420	Nucleotide excision repair 	Sb01g037705	Sobic.001G456500	RFA1	K07466	-
sbi03430	Mismatch repair 	Sb01g037705	Sobic.001G456500	RFA1	K07466	-
sbi03440	Homologous recombination 	Sb01g037705	Sobic.001G456500	RFA1	K07466	-
sbi00500	Starch and sucrose metabolism 	Sb01g043170	Sobic.001G460000	GAUT	K13648	EC:2.4.1.43
sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb01g043170	Sobic.001G460000	GAUT	K13648	EC:2.4.1.43
sbi03410	Base excision repair 	Sb01g043900	Sobic.001G468300	tag	K01246	EC:3.2.2.20
sbi00970	Aminoacyl-tRNA biosynthesis 	Sb01g030086	Sobic.001G468600	SARS	K01875	EC:6.1.1.11
sbi04130	SNARE interactions in vesicular transport 	Sb01g044700	Sobic.001G477200	SFT1	K08505	-
sbi00040	Pentose and glucuronate interconversions 	Sb01g045886	Sobic.001G490800	E3.1.1.11	K01051	EC:3.1.1.11
sbi00040	Pentose and glucuronate interconversions 	Sb01g045883	Sobic.001G490800	E3.1.1.11	K01051	EC:3.1.1.11
sbi00500	Starch and sucrose metabolism 	Sb01g045886	Sobic.001G490800	E3.1.1.11	K01051	EC:3.1.1.11
sbi00500	Starch and sucrose metabolism 	Sb01g045883	Sobic.001G490800	E3.1.1.11	K01051	EC:3.1.1.11
sbi03018	RNA degradation 	Sb07g021745	Sobic.001G498600	RRP6	K12591	EC:3.1.13.-
sbi04626	Plant-pathogen interaction 	Sb09g001743	Sobic.001G515500	CEBIP	K13473	-
sbi00790	Folate biosynthesis 	Sb01g049840	Sobic.001G535500	FPGS	K01930	EC:6.3.2.17
sbi00360	Phenylalanine metabolism 	Sb02g001130	Sobic.002G010700	E1.11.1.7	K00430	EC:1.11.1.7
sbi00940	Phenylpropanoid biosynthesis 	Sb02g001130	Sobic.002G010700	E1.11.1.7	K00430	EC:1.11.1.7
sbi01212	Fatty acid metabolism 	Sb04g035770	Sobic.002G046700	fabG	K00059	EC:1.1.1.100
sbi00061	Fatty acid biosynthesis 	Sb04g035770	Sobic.002G046700	fabG	K00059	EC:1.1.1.100
sbi01040	Biosynthesis of unsaturated fatty acids 	Sb04g035770	Sobic.002G046700	fabG	K00059	EC:1.1.1.100
sbi00780	Biotin metabolism 	Sb04g035770	Sobic.002G046700	fabG	K00059	EC:1.1.1.100
sbi03040	Spliceosome 	Sb02g006020	Sobic.002G071500	SF3B3	K12830	-
sbi03010	Ribosome 	Sb08g017450	Sobic.002G074200	RP-S2e	K02981	-
sbi00908	Zeatin biosynthesis 	Sb01g003950	Sobic.002G076700	IPT	K10760	-
sbi04144	Endocytosis 	Sb02g008541	Sobic.002G078400	ARF1	K07937	-
sbi03010	Ribosome 	Sb02g006656	Sobic.002G079700	RP-L22	K02890	-
sbi03015	mRNA surveillance pathway 	Sb02g007163	Sobic.002G086000	ERF3	K03267	-
sbi03015	mRNA surveillance pathway 	Sb02g007166	Sobic.002G086000	ERF3	K03267	-
sbi03010	Ribosome 	Sb04g033675	Sobic.002G086400	RP-S12	K02950	-
sbi03030	DNA replication 	Sb09g023910	Sobic.002G086600	RFA1	K07466	-
sbi03030	DNA replication 	Sb02g007190	Sobic.002G086600	RFA1	K07466	-
sbi03420	Nucleotide excision repair 	Sb09g023910	Sobic.002G086600	RFA1	K07466	-
sbi03420	Nucleotide excision repair 	Sb02g007190	Sobic.002G086600	RFA1	K07466	-
sbi03430	Mismatch repair 	Sb09g023910	Sobic.002G086600	RFA1	K07466	-
sbi03430	Mismatch repair 	Sb02g007190	Sobic.002G086600	RFA1	K07466	-
sbi03440	Homologous recombination 	Sb09g023910	Sobic.002G086600	RFA1	K07466	-
sbi03440	Homologous recombination 	Sb02g007190	Sobic.002G086600	RFA1	K07466	-
sbi00500	Starch and sucrose metabolism 	Sb02g007310	Sobic.002G088600	glgC	K00975	EC:2.7.7.27
sbi00500	Starch and sucrose metabolism 	Sb02g007320	Sobic.002G088600	glgC	K00975	EC:2.7.7.27
sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb02g007310	Sobic.002G088600	glgC	K00975	EC:2.7.7.27
sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb02g007320	Sobic.002G088600	glgC	K00975	EC:2.7.7.27
sbi04144	Endocytosis 	Sb02g008786	Sobic.002G103500	RAB11A	K07904	-
sbi00380	Tryptophan metabolism 	Sb02g010250	Sobic.002G120300	YUCCA	K11816	EC:1.14.13.168
sbi00380	Tryptophan metabolism 	Sb02g010351	Sobic.002G120300	YUCCA	K11816	EC:1.14.13.168
sbi00230	Purine metabolism 	Sb02g010660	Sobic.002G123200	RPB12	K03009	-
sbi00240	Pyrimidine metabolism 	Sb02g010660	Sobic.002G123200	RPB12	K03009	-
sbi03020	RNA polymerase 	Sb02g010660	Sobic.002G123200	RPB12	K03009	-
sbi04075	Plant hormone signal transduction 	Sb02g011910	Sobic.002G134000	AHP	K14490	-
sbi03030	DNA replication 	Sb10g016776	Sobic.002G160500	RFA1	K07466	-
sbi03030	DNA replication 	Sb02g020420	Sobic.002G160500	RFA1	K07466	-
sbi03420	Nucleotide excision repair 	Sb10g016776	Sobic.002G160500	RFA1	K07466	-
sbi03420	Nucleotide excision repair 	Sb02g020420	Sobic.002G160500	RFA1	K07466	-
sbi03430	Mismatch repair 	Sb10g016776	Sobic.002G160500	RFA1	K07466	-
sbi03430	Mismatch repair 	Sb02g020420	Sobic.002G160500	RFA1	K07466	-
sbi03440	Homologous recombination 	Sb10g016776	Sobic.002G160500	RFA1	K07466	-
sbi03440	Homologous recombination 	Sb02g020420	Sobic.002G160500	RFA1	K07466	-
sbi04144	Endocytosis 	Sb02g022140	Sobic.002G172400	RAB11A	K07904	-
sbi03010	Ribosome 	Sb02g022750	Sobic.002G178700	RP-L40e	K02927	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb07g020960	Sobic.002G197100	RAD23	K10839	-
sbi03420	Nucleotide excision repair 	Sb07g020960	Sobic.002G197100	RAD23	K10839	-
sbi03022	Basal transcription factors 	Sb02g024430	Sobic.002G198200	TAF2	K03128	-
sbi00196	Photosynthesis - antenna proteins 	Sb0010s017110	Sobic.002G215000	LHCA2	K08908	-
sbi00910	Nitrogen metabolism 	Sb02g026480	Sobic.002G224000	cah	K01674	EC:4.2.1.1
sbi00910	Nitrogen metabolism 	Sb02g026470	Sobic.002G224000	cah	K01674	EC:4.2.1.1
sbi00500	Starch and sucrose metabolism 	Sb02g026610	Sobic.002G225600	E3.2.1.1	K01176	EC:3.2.1.1
sbi00500	Starch and sucrose metabolism 	Sb02g026620	Sobic.002G225600	E3.2.1.1	K01176	EC:3.2.1.1
sbi00500	Starch and sucrose metabolism 	Sb02g026625	Sobic.002G225600	E3.2.1.1	K01176	EC:3.2.1.1
sbi00230	Purine metabolism 	Sb10g004496	Sobic.002G231500	purC	K01923	EC:6.3.2.6
sbi03008	Ribosome biogenesis in eukaryotes 	Sb02g028110	Sobic.002G244200	NOG1	K06943	-
sbi01212	Fatty acid metabolism 	Sb01g032300	Sobic.002G258500	DESA1	K03921	EC:1.14.19.2
sbi00061	Fatty acid biosynthesis 	Sb01g032300	Sobic.002G258500	DESA1	K03921	EC:1.14.19.2
sbi01040	Biosynthesis of unsaturated fatty acids 	Sb01g032300	Sobic.002G258500	DESA1	K03921	EC:1.14.19.2
sbi03010	Ribosome 	Sb07g026082	Sobic.002G259000	RP-L7Ae	K02936	-
sbi03010	Ribosome 	Sb07g026085	Sobic.002G259000	RP-L7Ae	K02936	-
sbi03050	Proteasome 	Sb01g017905	Sobic.002G263800	PSMB4	K02736	EC:3.4.25.1
sbi04141	Protein processing in endoplasmic reticulum 	Sb02g039840	Sobic.002G280200	SKP1	K03094	-
sbi04120	Ubiquitin mediated proteolysis 	Sb02g039840	Sobic.002G280200	SKP1	K03094	-
sbi03430	Mismatch repair 	Sb02g032160	Sobic.002G290100	MLH3	K08739	-
sbi03430	Mismatch repair 	Sb02g024370	Sobic.002G304500	MSH6	K08737	-
sbi04144	Endocytosis 	Sb02g033670	Sobic.002G306500	CHMP4	K12194	-
sbi03013	RNA transport 	Sb02g036110	Sobic.002G335600	EIF4G	K03260	-
sbi00600	Sphingolipid metabolism 	Sb02g036425	Sobic.002G339500	SPHK	K04718	EC:2.7.1.91
sbi00603	Glycosphingolipid biosynthesis - globo series 	Sb02g036660	Sobic.002G342500	A4GALT	K01988	EC:2.4.1.228
sbi04075	Plant hormone signal transduction 	Sb01g019020	Sobic.002G361500	GH3	K14487	-
sbi00630	Glyoxylate and dicarboxylate metabolism 	Sb02g039240	Sobic.002G374700	HAO	K11517	EC:1.1.3.15
sbi04146	Peroxisome 	Sb02g039240	Sobic.002G374700	HAO	K11517	EC:1.1.3.15
sbi04626	Plant-pathogen interaction 	Sb02g029770	Sobic.002G377300	CPK	K13412	EC:2.7.11.1
sbi03040	Spliceosome 	Sb04g013785	Sobic.002G379300	SNRNP27	K12846	-
sbi03040	Spliceosome 	Sb05g002350	Sobic.002G379300	SNRNP27	K12846	-
sbi03040	Spliceosome 	Sb02g040460	Sobic.002G388500	SART1	K11984	-
sbi03008	Ribosome biogenesis in eukaryotes 	Sb06g004121	Sobic.002G389500	DKC1	K11131	EC:5.4.99.-
sbi00360	Phenylalanine metabolism 	Sb02g042855	Sobic.002G416700	E1.11.1.7	K00430	EC:1.11.1.7
sbi00940	Phenylpropanoid biosynthesis 	Sb02g042855	Sobic.002G416700	E1.11.1.7	K00430	EC:1.11.1.7
sbi04070	Phosphatidylinositol signaling system 	Sb02g043510	Sobic.002G424400	CALM	K02183	-
sbi04626	Plant-pathogen interaction 	Sb02g043510	Sobic.002G424400	CALM	K02183	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb02g043632	Sobic.002G425800	SEC23	K14006	-
sbi00562	Inositol phosphate metabolism 	Sb01g038540	Sobic.002G430500	PLCD	K05857	EC:3.1.4.11
sbi04070	Phosphatidylinositol signaling system 	Sb01g038540	Sobic.002G430500	PLCD	K05857	EC:3.1.4.11
sbi00360	Phenylalanine metabolism 	Sb06g016630	Sobic.003G004900	4CL	K01904	EC:6.2.1.12
sbi00130	Ubiquinone and other terpenoid-quinone biosynthesis 	Sb06g016630	Sobic.003G004900	4CL	K01904	EC:6.2.1.12
sbi00940	Phenylpropanoid biosynthesis 	Sb06g016630	Sobic.003G004900	4CL	K01904	EC:6.2.1.12
sbi03018	RNA degradation 	Sb03g001160	Sobic.003G011300	PATL1	K12617	-
sbi04075	Plant hormone signal transduction 	Sb05g010320	Sobic.003G015000	JAR1	K14506	-
sbi04712	Circadian rhythm - plant 	Sb03g001700	Sobic.003G017200	FT	K16223	-
sbi04075	Plant hormone signal transduction 	Sb02g006580	Sobic.003G068700	EIN3	K14514	-
sbi04120	Ubiquitin mediated proteolysis 	Sb03g007558	Sobic.003G090300	SIAH1	K04506	EC:6.3.2.19
sbi00970	Aminoacyl-tRNA biosynthesis 	Sb03g007890	Sobic.003G094400	LARS	K01869	EC:6.1.1.4
sbi00592	alpha-Linolenic acid metabolism 	Sb03g008780	Sobic.003G104800	E2.1.1.141	K08241	EC:2.1.1.141
sbi04120	Ubiquitin mediated proteolysis 	Sb07g025410	Sobic.003G127600	UBE2C	K06688	EC:6.3.2.19
sbi04120	Ubiquitin mediated proteolysis 	Sb06g015375	Sobic.003G128300	UBE1C	K10686	EC:6.3.2.19
sbi00564	Glycerophospholipid metabolism 	Sb09g017850	Sobic.003G147000	PLD1_2	K01115	EC:3.1.4.4
sbi00565	Ether lipid metabolism 	Sb09g017850	Sobic.003G147000	PLD1_2	K01115	EC:3.1.4.4
sbi04144	Endocytosis 	Sb09g017850	Sobic.003G147000	PLD1_2	K01115	EC:3.1.4.4
sbi04141	Protein processing in endoplasmic reticulum 	Sb07g004220	Sobic.003G148000	RNF5	K10666	EC:6.3.2.19
sbi03040	Spliceosome 	Sb03g015351	Sobic.003G165300	RBM8A	K12876	-
sbi03013	RNA transport 	Sb03g015351	Sobic.003G165300	RBM8A	K12876	-
sbi03015	mRNA surveillance pathway 	Sb03g015351	Sobic.003G165300	RBM8A	K12876	-
sbi00190	Oxidative phosphorylation 	Sb03g020210	Sobic.003G168300	ndhC	K05574	EC:1.6.5.3
sbi03010	Ribosome 	Sb03g020102	Sobic.003G168500	RP-L20	K02887	-
sbi03010	Ribosome 	Sb01g030646	Sobic.003G169300	RP-S2	K02967	-
sbi00195	Photosynthesis 	Sb03g020131	Sobic.003G172200	psbB	K02704	-
sbi03040	Spliceosome 	Sb01g018930	Sobic.003G179100	TCERG1	K12824	-
sbi04144	Endocytosis 	Sb03g045920	Sobic.003G225900	SMAP	K12486	-
sbi00040	Pentose and glucuronate interconversions 	Sb03g042350	Sobic.003G226000	E3.2.1.15	K01184	EC:3.2.1.15
sbi00500	Starch and sucrose metabolism 	Sb03g042350	Sobic.003G226000	E3.2.1.15	K01184	EC:3.2.1.15
sbi00500	Starch and sucrose metabolism 	Sb03g029560	Sobic.003G238300	E3.2.1.21	K01188	EC:3.2.1.21
sbi00460	Cyanoamino acid metabolism 	Sb03g029560	Sobic.003G238300	E3.2.1.21	K01188	EC:3.2.1.21
sbi00940	Phenylpropanoid biosynthesis 	Sb03g029560	Sobic.003G238300	E3.2.1.21	K01188	EC:3.2.1.21
sbi02010	ABC transporters 	Sb09g027330	Sobic.003G267700	ABCB1	K05658	EC:3.6.3.44
sbi02010	ABC transporters 	Sb09g027320	Sobic.003G267700	ABCB1	K05658	EC:3.6.3.44
sbi00240	Pyrimidine metabolism 	Sb08g014967	Sobic.003G275300	cdd	K01489	EC:3.5.4.5
sbi00240	Pyrimidine metabolism 	Sb0012s008010	Sobic.003G275300	cdd	K01489	EC:3.5.4.5
sbi00240	Pyrimidine metabolism 	Sb0011s015110	Sobic.003G275300	cdd	K01489	EC:3.5.4.5
sbi04075	Plant hormone signal transduction 	Sb03g032740	Sobic.003G275500	PP2C	K14497	EC:3.1.3.16
sbi01200	Carbon metabolism 	Sb05g021742	Sobic.003G280900	E1.1.1.40	K00029	EC:1.1.1.40
sbi00620	Pyruvate metabolism 	Sb05g021742	Sobic.003G280900	E1.1.1.40	K00029	EC:1.1.1.40
sbi00710	Carbon fixation in photosynthetic organisms 	Sb05g021742	Sobic.003G280900	E1.1.1.40	K00029	EC:1.1.1.40
sbi03040	Spliceosome 	Sb06g024940	Sobic.003G290600	PRPF4	K12662	-
sbi00240	Pyrimidine metabolism 	Sb06g026683	Sobic.003G294100	URA4	K01465	EC:3.5.2.3
sbi03410	Base excision repair 	Sb03g037240	Sobic.003G326500	E3.1.11.2	K01142	EC:3.1.11.2
sbi03050	Proteasome 	Sb03g037645	Sobic.003G330600	PSMA3	K02727	EC:3.4.25.1
sbi03013	RNA transport 	Sb03g040330	Sobic.003G361400	NUP62	K14306	-
sbi03010	Ribosome 	Sb02g011975	Sobic.003G363800	RP-L10Ae	K02865	-
sbi03040	Spliceosome 	Sb03g041520	Sobic.003G374900	SF3B4	K12831	-
sbi00965	Betalain biosynthesis	Sb03g041620	Sobic.003G376300	DOPA	K15777	EC:1.13.11.-
sbi03060	Protein export 	Sb08g012126	Sobic.003G378700	HSPA5	K09490	-
sbi04141	Protein processing in endoplasmic reticulum 	Sb08g012126	Sobic.003G378700	HSPA5	K09490	-
sbi03008	Ribosome biogenesis in eukaryotes 	Sb03g042230	Sobic.003G382500	RIOK2	K07179	EC:2.7.11.1
sbi00073	Cutin, suberine and wax biosynthesis 	Sb03g043003	Sobic.003G392500	CYP86A4S	K15398	EC:1.14.-.-
sbi01200	Carbon metabolism 	Sb03g045213	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi01200	Carbon metabolism 	Sb03g045216	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi00030	Pentose phosphate pathway 	Sb03g045213	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi00030	Pentose phosphate pathway 	Sb03g045216	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi00480	Glutathione metabolism 	Sb03g045213	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi00480	Glutathione metabolism 	Sb03g045216	Sobic.003G418600	PGD	K00033	EC:1.1.1.44
sbi03440	Homologous recombination 	Sb03g045655	Sobic.003G423800	MUS81	K08991	EC:3.1.22.-
sbi00480	Glutathione metabolism 	Sb03g045790	Sobic.003G425700	GST	K00799	EC:2.5.1.18
sbi00480	Glutathione metabolism 	Sb03g045780	Sobic.003G425700	GST	K00799	EC:2.5.1.18
sbi00240	Pyrimidine metabolism 	Sb03g045930	Sobic.003G427200	UMPS	K13421	EC:2.4.2.10 4.1.1.23
sbi03013	RNA transport 	Sb03g046345	Sobic.003G431900	NMD3	K07562	-
sbi03008	Ribosome biogenesis in eukaryotes 	Sb03g046345	Sobic.003G431900	NMD3	K07562	-
sbi00564	Glycerophospholipid metabolism 	Sb03g046500	Sobic.003G433800	psd	K01613	EC:4.1.1.65
sbi03013	RNA transport 	Sb03g047110	Sobic.003G441300	PRORP	K18213	EC:3.1.26.5
sbi03022	Basal transcription factors 	Sb03g047230	Sobic.003G442600	TFIIA2	K03123	-
sbi00600	Sphingolipid metabolism 	Sb04g000890	Sobic.004G008300	SUR2	K04713	EC:1.14.13.169
sbi03010	Ribosome 	Sb01g033340	Sobic.004G008400	RP-L37e	K02922	-
sbi00230	Purine metabolism 	Sb04g001790	Sobic.004G019200	RPA2	K03002	EC:2.7.7.6
sbi00240	Pyrimidine metabolism 	Sb04g001790	Sobic.004G019200	RPA2	K03002	EC:2.7.7.6
sbi03020	RNA polymerase 	Sb04g001790	Sobic.004G019200	RPA2	K03002	EC:2.7.7.6
sbi00970	Aminoacyl-tRNA biosynthesis 	Sb04g003180	Sobic.004G037000	DARS	K01876	EC:6.1.1.12
sbi00100	Steroid biosynthesis 	Sb05g011020	Sobic.004G037200	E5.4.99.8	K01853	EC:5.4.99.8
sbi03013	RNA transport 	Sb04g003290	Sobic.004G038100	NUP160	K14303	-
